Tenure Months,Total Charges,Senior Citizen,Partner,Dependents,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Internet Service,Churn Value
0,50,0,0,0,1,0,0,0,0,0,2,0,2,0,0
68,3643,0,0,0,1,1,1,1,0,1,0,1,3,0,1
66,3310,0,1,1,0,0,1,1,0,1,1,1,2,0,0
35,2657,1,0,0,1,0,0,0,1,0,2,1,1,1,1
58,3776,0,0,0,0,0,1,0,1,1,1,0,1,1,0
63,3557,0,1,1,1,1,0,0,0,0,2,0,1,1,0
0,20,0,0,0,0,0,0,0,0,0,2,1,0,0,1
42,3221,1,1,0,0,1,1,0,1,1,2,1,1,1,1
13,1556,1,0,0,0,0,0,0,1,1,2,1,1,1,0
1,239,0,0,0,1,0,0,1,0,0,2,1,0,0,0
0,168,0,1,0,0,0,1,0,0,0,2,0,3,1,0
2,671,0,0,0,0,0,1,0,1,1,2,1,1,1,1
27,2408,0,0,0,1,1,0,0,0,1,2,1,3,1,1
10,1265,0,1,0,0,1,0,0,0,0,2,1,2,1,1
7,1011,0,1,0,0,0,0,0,0,1,2,1,3,1,1
68,4526,0,1,0,1,1,1,1,1,1,1,0,3,1,0
59,3591,0,0,0,0,0,1,0,1,0,1,1,1,1,0
52,2708,0,1,1,0,0,1,0,0,1,0,0,3,0,0
41,3185,1,0,0,0,1,1,0,1,1,2,1,2,1,1
43,3018,0,0,0,0,1,1,0,1,0,2,1,3,1,0
49,2164,0,1,1,0,0,0,0,0,0,0,1,2,0,0
66,3589,0,1,0,1,0,0,0,1,1,1,1,1,0,0
14,1403,1,0,0,0,1,0,0,0,0,2,1,1,1,1
0,66,0,0,0,1,0,0,0,0,0,2,1,0,0,0
68,3868,0,1,1,1,0,1,0,0,0,0,0,2,1,0
34,2805,1,0,0,0,0,1,0,1,1,2,1,1,1,1
0,268,1,0,0,0,0,0,0,1,1,2,1,1,1,1
21,1716,0,1,0,0,1,0,0,1,1,0,1,2,0,1
23,1608,0,1,0,1,0,0,1,0,0,0,1,1,0,0
22,1656,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,332,0,0,0,0,0,0,0,0,0,2,1,1,1,0
13,1464,0,1,1,0,0,0,0,0,1,2,1,2,1,0
1,409,0,0,0,1,1,0,0,1,0,2,1,1,1,0
1,327,0,1,0,0,0,0,0,1,0,2,1,1,1,0
39,2990,0,1,1,0,1,1,0,1,0,2,1,3,1,0
19,1779,0,1,1,1,0,0,0,1,1,0,0,2,0,0
15,1192,1,1,0,1,1,0,0,0,0,2,1,2,0,0
5,774,0,0,0,0,0,1,0,1,0,2,0,0,0,0
43,2269,0,1,1,1,0,0,1,0,0,2,0,2,0,0
71,4398,0,1,0,0,1,1,0,1,1,1,1,2,1,0
70,4202,1,1,0,0,1,1,1,0,1,1,1,3,1,0
41,3011,0,1,0,0,1,1,0,1,0,2,1,2,1,1
51,2613,1,0,0,1,0,1,0,0,0,1,0,2,0,0
2,608,0,0,0,1,0,1,0,1,1,2,1,3,1,1
9,1175,0,0,0,0,0,0,0,0,0,2,1,1,1,1
0,189,0,0,0,0,1,0,0,0,0,2,1,1,1,1
48,3437,0,1,1,0,1,0,0,1,1,2,1,1,1,0
71,4462,0,1,0,1,1,0,1,1,1,1,0,2,1,0
37,3048,0,1,0,0,0,1,1,1,1,2,1,1,1,1
25,1527,0,0,0,0,0,0,1,0,0,2,0,2,0,0
14,1457,1,0,1,0,0,0,0,0,0,2,1,0,1,1
62,3599,1,0,0,1,1,1,1,1,0,0,0,2,0,0
71,4121,0,1,0,1,1,1,1,1,1,1,1,2,0,0
58,3572,0,1,1,1,1,1,1,1,1,1,1,1,0,0
36,2762,0,1,0,0,0,1,1,0,1,2,1,1,1,0
69,3685,0,1,0,1,0,0,1,1,1,1,1,2,0,0
71,4613,0,1,1,1,1,1,1,1,1,1,1,3,1,0
18,1985,0,0,0,0,1,0,0,1,1,2,1,1,1,1
0,260,0,0,0,0,1,0,1,1,0,2,0,1,1,1
64,3581,0,1,1,1,1,0,1,1,1,1,1,2,0,0
29,2670,0,0,0,1,0,0,1,1,1,2,0,2,1,0
50,3077,0,1,0,1,1,1,1,1,1,1,1,3,0,0
71,4246,0,1,1,1,1,0,0,1,0,1,1,1,1,0
63,4182,0,1,0,0,1,1,1,1,1,0,1,3,1,0
57,3938,0,1,1,0,0,1,1,1,1,0,1,2,1,0
0,110,0,0,0,0,0,0,0,0,0,2,1,1,1,1
38,2757,1,0,0,0,1,0,0,0,1,2,0,1,1,0
71,4573,0,1,0,1,1,1,0,1,1,1,0,3,1,0
71,4294,0,1,1,1,1,0,1,0,1,1,1,3,1,0
28,2427,0,1,0,0,0,1,0,0,1,2,1,1,1,1
1,375,1,0,0,0,0,0,0,0,0,2,1,0,1,0
16,1591,0,1,0,0,1,0,0,1,1,2,1,2,0,0
33,2846,0,0,0,1,1,1,0,1,1,2,1,0,1,1
34,2301,1,0,0,0,0,1,1,1,1,0,1,1,0,0
44,2923,0,1,0,0,1,0,0,0,0,2,0,2,1,0
0,86,0,0,0,0,0,0,0,0,1,2,1,1,0,1
68,3703,0,0,0,1,1,1,1,1,0,1,1,3,0,0
3,464,0,0,0,0,0,0,0,0,0,2,1,0,0,1
46,3069,0,1,0,0,1,1,0,0,0,2,1,2,1,1
0,165,0,0,0,0,0,0,0,0,0,2,1,0,1,1
7,775,0,1,1,0,0,1,0,0,0,2,1,1,0,1
11,1448,0,0,0,0,0,0,1,1,1,2,1,0,1,1
71,3665,0,1,1,1,1,0,1,1,0,1,0,0,0,0
17,1251,0,1,0,0,0,1,0,0,0,2,1,0,0,1
71,4012,0,0,0,1,0,0,1,0,0,1,1,2,1,0
7,957,0,0,0,0,0,0,0,0,0,2,1,1,1,0
71,4207,0,1,0,1,1,1,1,1,1,1,0,3,0,0
17,1675,0,1,0,1,0,0,0,0,0,2,0,1,1,0
71,4130,0,1,1,1,1,1,1,1,1,1,0,3,0,0
69,3673,0,1,1,1,0,0,1,1,1,1,0,3,0,0
70,4162,0,1,0,1,1,1,1,1,1,1,1,0,0,0
22,1830,0,0,0,0,1,0,0,0,0,2,1,1,1,1
0,45,0,0,0,0,0,0,1,0,0,2,0,3,0,0
0,122,0,0,0,0,0,0,0,0,0,2,1,1,1,1
9,1005,0,1,1,0,1,0,1,0,1,2,1,1,0,0
17,1247,0,0,0,1,0,0,0,0,0,2,0,1,0,1
11,1041,0,0,0,0,1,0,1,0,0,2,1,1,0,0
50,3075,0,0,0,0,1,0,0,0,0,2,0,2,1,0
67,2884,0,0,0,1,0,1,0,0,0,0,1,3,0,0
7,803,0,0,0,0,0,0,0,0,1,2,1,3,0,0
71,4608,0,1,0,1,1,1,1,1,1,1,1,2,1,0
1,223,0,0,0,0,0,0,0,0,0,2,1,3,0,1
15,1643,0,1,1,1,1,0,1,1,1,2,0,1,0,0
17,1806,0,0,0,0,0,0,1,1,0,2,1,1,1,1
5,935,0,0,0,0,1,0,0,1,0,2,1,1,1,0
45,2590,0,1,0,1,1,1,1,0,0,1,0,0,0,0
40,3149,1,1,0,0,0,1,0,1,1,2,1,1,1,1
27,2472,1,1,0,0,0,0,1,1,1,2,1,3,1,1
34,2411,0,1,0,0,0,0,1,1,1,0,1,2,0,0
41,2726,1,0,0,0,1,0,0,0,0,2,1,2,1,0
45,2293,0,1,0,1,0,0,0,0,0,2,0,1,0,0
12,1507,0,1,0,0,1,1,0,1,0,2,0,1,1,1
66,3888,0,0,0,1,1,1,1,1,1,0,1,2,0,0
51,2756,0,1,0,1,0,1,0,1,0,0,1,0,0,0
9,1201,0,0,0,0,1,0,0,0,0,2,1,2,1,1
65,4286,1,1,0,0,0,1,1,1,1,0,1,3,1,1
32,1824,0,0,0,0,1,0,0,0,0,2,1,2,0,0
17,1719,0,1,1,1,0,1,0,1,0,2,1,0,1,0
71,4392,0,1,0,0,1,1,0,1,1,0,1,1,1,0
47,3248,0,1,0,1,1,1,0,1,0,1,1,2,1,0
18,1575,0,0,1,1,1,1,0,0,0,2,1,1,0,0
8,1258,0,0,0,0,0,0,0,1,1,2,1,1,1,1
0,81,0,0,0,0,0,0,0,1,0,2,1,3,0,1
2,512,0,1,0,0,0,0,0,0,0,2,1,3,1,1
0,54,0,0,1,0,0,1,0,0,0,2,1,1,0,0
1,328,0,1,1,0,0,0,0,1,1,2,0,0,0,1
67,3800,0,1,0,1,1,0,0,0,0,1,1,2,1,0
60,4296,0,0,0,1,1,1,1,1,1,0,1,0,1,0
1,418,0,1,0,0,0,1,0,1,0,2,1,1,1,0
29,2095,1,0,0,1,1,0,0,1,1,2,1,1,0,0
71,4623,0,1,0,1,1,1,1,1,1,1,1,3,1,0
25,2429,1,1,0,0,1,1,0,1,1,2,0,1,1,1
40,2869,0,0,1,0,1,0,0,1,0,2,1,2,1,0
11,847,0,0,1,0,0,0,0,0,0,2,1,1,0,1
66,4351,1,0,0,1,1,0,1,1,1,1,1,1,1,0
3,654,0,0,0,0,0,0,0,0,0,2,1,1,1,1
40,2700,1,1,0,1,0,1,0,0,0,2,1,2,1,1
45,3302,0,1,0,0,1,0,1,1,1,0,1,1,1,0
11,1291,0,0,1,1,0,0,0,0,0,2,1,1,1,1
51,2584,0,0,0,1,0,1,1,0,0,0,0,3,0,0
32,2291,0,1,0,1,0,1,0,1,1,0,0,3,0,0
12,1524,1,1,0,0,0,0,0,1,1,2,1,1,1,1
71,4493,0,1,0,1,1,1,0,1,1,1,1,1,1,0
18,1878,1,1,0,0,0,0,0,1,1,2,1,1,1,0
53,3672,1,1,0,0,0,1,1,1,1,0,1,1,1,0
14,1298,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,27,0,0,0,0,0,0,0,0,0,2,1,0,0,1
37,2380,0,0,0,0,0,0,0,0,0,2,1,3,1,0
62,4056,0,1,0,1,0,0,0,1,1,0,1,3,1,0
6,857,0,0,0,0,0,0,0,0,0,2,0,2,1,0
37,2636,1,1,0,1,0,0,0,0,1,2,1,1,1,0
71,4110,1,1,0,1,1,1,1,1,1,1,0,3,0,1
26,1660,0,1,0,1,0,0,0,0,0,0,0,3,0,0
9,1408,0,0,0,1,1,1,0,1,1,2,1,1,1,1
11,1042,0,0,0,1,0,0,1,0,0,2,0,0,0,1
70,4413,0,1,1,1,0,1,0,1,1,1,0,1,1,0
71,4615,0,1,1,1,1,1,1,1,1,1,1,2,1,0
20,2097,0,0,0,0,0,0,0,1,1,2,1,1,1,1
42,2839,0,1,0,1,0,1,1,1,1,1,1,3,0,0
7,1082,1,0,0,0,0,0,0,0,1,2,0,1,1,0
7,1188,0,0,0,0,1,0,0,1,1,2,0,1,1,1
0,12,0,0,0,0,0,0,0,0,0,2,1,3,0,0
57,2837,0,1,0,1,1,1,0,0,0,0,0,3,0,1
35,2019,1,1,0,0,0,1,1,0,0,0,0,3,0,0
66,3090,1,1,0,1,1,0,1,0,0,0,1,2,0,0
54,3325,0,1,1,1,0,1,1,1,1,1,1,2,0,0
71,3961,0,1,0,1,1,0,1,1,1,1,1,2,0,0
65,3041,0,0,0,1,1,1,0,0,0,1,1,2,0,0
68,4364,0,1,1,1,1,1,1,1,0,0,1,3,1,0
6,674,0,1,0,1,0,0,0,0,0,0,1,1,0,1
71,4025,0,1,0,1,1,1,1,1,1,1,1,2,0,0
31,2289,0,1,0,0,0,1,0,0,0,2,1,1,1,1
33,2329,0,0,0,0,1,0,0,0,0,2,1,3,1,1
54,3759,1,0,0,1,0,0,0,1,1,2,1,1,1,1
70,4036,0,1,1,1,1,1,1,1,1,1,0,2,0,0
3,635,0,0,0,0,0,0,0,0,0,2,1,2,1,1
4,931,0,0,0,0,1,1,0,1,1,2,0,1,1,0
64,4223,1,1,1,0,0,1,1,1,1,0,1,2,1,0
8,1052,0,1,0,0,0,1,0,0,0,2,1,2,1,1
64,4291,0,1,0,0,1,1,0,1,1,2,1,1,1,1
18,1886,1,0,0,0,0,1,0,1,1,2,1,3,1,1
24,1925,0,1,0,1,1,0,1,0,1,2,1,0,0,0
14,1566,0,0,0,1,1,1,1,1,1,2,0,0,0,0
0,104,1,0,0,0,0,0,0,0,0,2,0,1,1,1
64,3916,0,1,1,1,1,1,1,1,1,1,0,2,0,0
12,1203,0,0,1,0,0,0,0,1,1,2,0,3,0,0
1,383,1,1,0,0,0,0,0,1,0,2,1,0,1,1
3,534,0,0,0,0,0,0,0,0,0,2,1,1,1,1
52,3008,0,0,0,0,1,1,1,0,1,1,1,2,0,0
41,2594,0,1,1,1,1,0,0,1,0,2,1,2,0,0
31,2351,1,1,0,0,0,1,0,0,0,2,0,0,1,0
44,3360,0,0,0,0,1,0,0,1,1,2,1,3,1,1
54,3300,0,0,0,1,0,1,0,0,0,0,1,3,1,0
16,1791,0,0,0,0,1,1,0,0,1,2,1,3,1,0
68,3872,0,1,0,0,1,1,0,0,0,2,1,2,1,0
69,4156,0,1,0,1,1,1,1,0,0,1,0,2,1,1
8,1223,0,1,0,0,0,0,0,1,1,2,0,1,1,1
3,789,1,0,0,0,0,0,0,1,1,2,1,1,1,1
4,742,0,0,0,0,0,0,0,1,0,2,0,1,1,0
45,3009,0,0,1,0,0,1,1,0,0,2,1,2,1,0
2,540,0,0,0,0,0,0,0,1,1,2,1,1,1,1
0,70,0,0,0,1,0,0,0,0,0,2,0,0,0,0
71,4525,0,1,1,1,1,1,0,1,1,1,0,3,1,0
2,513,0,0,0,0,0,0,0,0,0,2,1,1,1,1
29,2379,0,1,0,0,0,0,0,0,1,2,1,1,1,1
4,818,0,0,0,0,0,1,0,1,0,2,1,1,1,1
14,1466,1,0,0,0,0,0,0,0,1,2,1,1,1,1
6,916,0,0,0,1,0,0,0,0,0,2,0,0,1,0
0,221,0,0,0,0,1,0,0,1,0,2,0,1,1,1
30,2387,1,1,0,0,0,0,0,0,1,2,1,1,1,0
66,4335,1,1,0,1,1,0,0,1,1,0,1,1,1,0
1,330,0,0,1,1,1,0,0,0,0,2,0,2,0,0
66,3740,1,1,0,1,1,0,0,0,0,2,0,2,1,0
0,99,0,0,0,0,0,1,1,0,0,2,0,0,0,1
6,898,0,0,0,0,0,0,0,0,0,2,1,1,1,0
33,2053,0,1,1,1,1,1,0,0,0,0,1,0,0,0
6,903,0,0,0,0,0,0,0,0,1,2,1,1,1,1
71,4560,1,1,0,1,1,1,1,1,1,2,1,3,1,0
48,3379,0,1,0,0,0,0,0,1,1,2,1,1,1,1
26,2084,0,1,0,0,1,0,0,0,0,2,1,1,1,0
0,194,0,0,0,0,0,0,0,1,0,2,0,1,1,1
40,2695,0,0,0,0,1,1,0,1,1,0,1,1,0,0
16,1685,0,0,1,0,1,1,1,1,1,0,0,1,0,0
71,4476,0,1,1,1,1,1,1,1,1,1,1,2,1,0
41,2292,0,0,0,1,0,1,0,0,0,2,0,3,0,0
4,846,1,0,0,0,0,0,0,1,1,2,1,1,1,1
14,1826,0,1,0,1,0,1,0,1,1,2,0,1,1,0
70,4021,0,1,0,1,1,1,1,1,1,1,0,3,0,0
1,206,0,0,0,0,0,0,0,0,0,2,0,2,0,1
32,2870,0,0,0,0,1,1,0,1,1,2,0,1,1,0
71,4586,0,1,1,1,1,1,1,1,1,1,1,2,1,0
21,1996,0,0,1,0,1,0,0,1,0,2,1,3,1,0
61,3582,0,1,0,1,1,1,1,1,1,1,0,1,0,0
29,2383,1,1,0,0,1,0,0,1,0,2,1,1,1,0
27,1811,0,0,0,0,0,1,0,1,0,2,1,2,0,0
49,3456,0,1,0,1,1,0,0,0,1,2,1,3,1,0
34,2903,1,0,0,1,1,1,0,1,1,0,1,1,1,0
26,1817,0,0,0,1,1,0,0,0,0,2,1,0,0,0
20,1705,1,1,0,0,0,0,0,0,0,2,1,1,1,1
65,3886,0,1,0,1,1,0,1,0,0,0,0,1,1,0
17,1668,0,0,0,0,0,1,1,1,1,0,1,3,0,1
56,2808,0,1,1,1,1,0,1,0,0,0,0,0,0,0
30,2163,0,0,0,0,0,0,0,0,0,2,1,1,1,0
18,2029,1,0,0,1,1,0,1,1,1,2,1,0,1,0
71,4611,1,0,0,1,1,1,1,1,1,1,1,3,1,0
71,4181,0,1,1,1,1,1,1,1,1,1,0,3,0,0
3,743,0,1,0,0,1,0,0,1,1,2,1,1,1,1
25,2235,1,0,0,0,0,0,0,1,1,2,1,1,1,1
55,3844,0,0,0,1,0,0,1,1,1,2,1,0,1,0
27,2457,0,1,0,0,1,1,1,1,0,0,0,2,1,0
29,2352,0,1,1,0,1,1,0,0,0,2,0,2,1,0
61,3255,0,1,0,1,0,1,1,0,1,0,0,3,0,0
10,1199,0,0,0,0,0,0,1,1,1,2,0,0,0,0
18,1740,0,0,0,0,0,0,0,0,1,2,1,2,1,1
8,1009,1,0,0,0,0,0,0,0,0,2,1,1,1,1
67,4433,0,1,1,1,0,1,1,1,1,1,1,2,1,0
2,412,0,0,0,0,0,0,0,1,0,2,1,3,0,1
46,3277,0,1,0,1,1,1,0,1,0,2,1,1,1,1
0,218,0,0,0,0,1,1,0,0,0,2,1,1,1,1
6,815,0,0,0,0,0,0,1,1,1,2,1,3,0,1
14,1316,0,0,0,1,0,1,1,0,0,2,0,1,0,0
23,1531,0,0,0,0,0,0,1,0,0,0,0,2,0,0
4,767,1,0,0,0,1,0,0,0,1,2,1,1,1,0
31,2635,0,1,0,0,1,0,0,1,1,2,1,3,1,0
0,129,1,1,1,0,0,0,0,0,0,2,1,0,1,1
32,1696,0,1,0,0,0,0,0,0,0,2,1,3,0,0
5,588,0,1,0,0,0,0,1,0,0,2,1,1,0,1
53,2702,0,1,1,1,0,0,1,0,0,1,0,2,0,0
59,3053,0,0,0,1,0,1,1,0,0,0,0,1,0,0
41,2510,0,0,0,1,1,0,1,0,1,0,1,0,0,0
6,978,0,1,0,0,0,1,0,1,0,2,1,1,1,1
16,1807,0,0,0,0,0,1,1,0,1,2,1,2,1,0
54,4085,1,0,0,1,1,1,1,1,1,2,1,1,1,0
50,3392,0,1,0,0,0,0,0,1,1,2,1,1,1,1
40,2905,0,0,0,0,1,0,1,1,0,0,1,1,1,0
10,1443,0,0,0,0,0,1,0,1,1,2,1,1,1,1
55,3909,0,1,1,1,0,1,1,1,1,2,1,0,1,0
4,575,0,0,0,0,1,0,0,0,0,2,1,1,0,0
12,1325,0,0,0,0,1,0,0,0,0,0,1,0,1,0
45,3180,0,1,0,0,1,1,0,1,0,0,1,1,1,0
10,1242,0,1,0,0,0,0,0,1,0,2,1,2,1,1
71,4592,0,1,1,1,1,1,1,1,1,1,1,2,1,0
70,4002,0,1,1,0,1,0,1,0,0,1,1,1,1,0
65,3960,0,0,0,0,0,1,0,1,0,0,1,2,1,0
10,1516,0,1,0,1,0,0,1,1,0,2,1,3,1,1
23,1938,1,1,1,1,0,0,0,0,0,2,1,1,1,0
46,3363,1,1,0,0,0,1,0,1,1,2,0,1,1,0
57,2929,0,1,0,1,1,0,0,1,0,2,1,3,0,0
38,2009,0,0,0,0,0,0,1,0,0,1,1,2,0,0
68,4060,0,0,0,1,1,1,1,1,1,1,0,0,0,0
52,3031,1,0,0,0,1,0,0,0,0,2,1,3,1,0
70,3738,0,1,0,1,1,1,1,0,1,1,1,0,0,0
1,261,0,0,0,1,0,0,0,0,0,2,1,1,0,1
42,2832,0,1,0,1,1,1,0,0,0,2,1,3,1,0
0,158,1,1,0,0,0,0,0,0,0,2,1,1,1,1
9,1235,1,0,0,0,0,1,0,0,1,2,1,3,1,1
3,655,0,1,0,0,0,1,1,0,0,2,1,0,1,1
55,3161,0,0,0,0,1,0,1,1,1,0,1,2,0,0
71,4067,0,1,1,1,1,1,1,1,1,1,0,3,0,0
8,1040,0,1,0,0,1,1,0,0,1,2,1,3,0,0
7,1136,0,1,1,0,0,1,0,1,1,2,1,1,1,0
0,284,0,0,0,0,0,1,0,1,1,2,1,1,1,1
56,2631,0,0,0,0,1,0,1,0,0,0,1,0,0,0
34,2928,0,1,1,0,1,1,1,1,1,2,1,1,1,0
44,2216,0,1,0,0,1,0,1,0,0,0,1,3,0,1
52,3236,0,0,1,0,1,1,1,1,1,0,1,1,0,0
5,879,1,0,0,1,0,0,0,1,0,2,1,2,1,1
64,4210,1,1,0,0,1,1,1,1,1,1,1,3,1,0
4,770,0,1,0,0,1,0,0,0,0,2,1,1,1,1
9,872,0,0,0,0,1,0,0,0,0,2,0,1,0,0
71,4444,0,1,0,1,0,1,0,1,1,1,1,1,1,0
1,270,1,0,0,1,0,1,0,1,0,2,0,2,0,1
0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0
69,3908,0,1,0,1,1,1,1,1,1,1,0,3,0,0
18,1829,0,1,0,1,1,0,1,0,0,2,1,3,1,0
43,3091,0,1,1,0,0,1,0,1,1,2,1,2,1,0
47,2575,0,1,1,1,0,1,1,1,0,0,0,2,0,0
18,1879,0,1,0,0,0,1,0,0,1,2,0,0,1,1
4,749,1,0,0,0,1,0,0,1,0,2,1,1,1,0
10,1078,0,0,0,0,1,1,1,0,0,2,1,1,0,0
30,2341,0,0,0,0,0,0,1,0,0,0,0,3,1,0
32,2583,0,1,0,0,0,1,0,1,1,0,1,1,1,1
6,962,1,0,0,0,0,0,0,1,1,2,1,1,1,0
48,3462,0,0,0,0,1,0,0,1,1,2,0,1,1,0
54,2651,0,0,0,1,0,1,1,0,0,1,1,1,0,0
15,1562,0,1,0,0,0,0,0,0,0,2,1,2,1,1
9,1267,1,0,0,0,0,0,0,1,1,2,1,1,1,1
15,1474,1,1,0,0,0,0,0,0,0,2,1,2,1,1
22,2077,0,0,0,0,0,1,1,1,0,2,1,3,1,0
25,1573,0,0,0,0,0,0,0,0,0,0,1,3,0,0
57,3877,0,1,0,0,0,1,1,1,1,2,1,3,1,1
9,878,0,0,0,0,0,0,0,0,1,2,1,2,0,0
0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,1
16,1702,1,0,0,0,0,1,0,0,0,2,1,3,1,0
2,463,0,0,0,0,0,0,1,0,1,2,0,0,0,0
12,1354,0,0,0,0,0,0,0,0,1,2,1,1,1,0
0,59,0,0,0,0,0,0,0,0,0,2,1,1,0,0
0,56,0,0,0,0,0,0,0,0,0,2,1,2,0,1
7,1219,0,0,0,1,0,0,1,1,1,2,1,2,1,1
4,792,0,0,0,0,0,0,0,0,1,2,0,0,1,0
52,3579,1,0,0,1,1,0,1,0,1,0,1,0,1,0
4,651,0,0,0,0,0,1,1,1,0,2,1,3,0,0
3,672,0,0,0,0,1,0,0,0,0,2,0,1,1,1
49,3641,1,0,0,0,1,0,1,1,1,0,1,1,1,0
5,747,0,0,0,1,1,0,0,0,0,2,0,1,0,1
2,497,0,0,0,0,0,1,0,1,1,0,1,1,0,0
65,3123,0,1,0,0,0,1,0,1,0,1,1,2,0,0
49,2774,1,1,0,0,0,0,0,0,0,2,1,1,1,1
40,3231,0,0,0,0,1,1,0,1,1,2,1,1,1,1
63,3372,0,1,0,1,1,1,1,0,1,1,1,0,0,0
41,2847,0,1,0,0,0,1,1,0,0,2,1,1,1,1
70,4465,1,0,0,0,1,0,1,1,1,1,1,1,1,0
25,2036,0,0,0,0,1,0,0,0,0,0,0,2,1,0
25,2187,0,0,0,1,0,1,1,0,0,0,1,3,1,0
21,1672,0,0,0,1,1,1,0,0,0,2,0,0,0,0
0,243,0,0,0,0,0,0,0,1,1,2,1,1,1,1
7,1018,1,1,1,0,1,0,0,0,0,2,1,3,1,1
56,2988,0,1,0,1,0,0,0,1,1,0,1,2,0,1
13,1501,0,1,0,0,1,0,1,0,1,2,1,3,1,1
11,1632,0,0,0,0,1,1,1,1,1,2,1,0,1,1
69,4240,0,0,0,0,1,0,0,1,1,0,0,1,1,0
30,2426,0,0,0,0,0,0,0,1,0,2,1,3,1,1
1,240,0,0,0,0,0,0,0,0,0,2,1,2,0,0
4,797,0,1,1,1,0,1,0,0,1,2,1,0,1,0
1,423,0,0,0,0,0,0,0,1,1,2,1,1,1,1
69,3327,0,1,0,1,1,0,1,0,1,1,0,0,0,0
4,716,0,0,0,0,0,0,0,0,0,2,1,2,1,1
22,2056,0,1,0,0,0,1,0,0,1,2,0,0,1,0
43,2433,0,1,0,1,1,1,0,0,0,0,1,0,0,0
41,2206,0,1,1,1,1,0,0,0,0,2,0,0,0,0
39,3096,0,0,0,0,0,1,1,1,1,2,0,2,1,1
25,1969,0,0,0,1,0,0,1,1,1,0,0,2,0,0
70,4547,0,0,0,1,1,1,1,1,1,1,1,3,1,0
45,3446,0,0,0,0,1,1,1,1,1,1,0,1,1,0
67,2889,0,0,0,1,0,0,0,0,0,2,0,0,0,0
66,4234,0,1,0,0,1,1,0,1,1,0,1,2,1,0
3,487,0,0,0,0,0,0,0,0,0,2,0,1,0,0
13,1739,1,0,0,0,1,1,0,1,1,2,1,1,1,1
0,269,0,0,0,0,0,1,0,1,1,2,0,1,1,1
0,57,0,0,1,0,0,0,0,0,0,2,1,1,0,0
16,1405,0,1,1,0,1,1,1,0,0,2,1,0,0,0
9,1081,0,0,1,1,0,1,1,0,1,0,0,3,0,0
46,3042,1,1,1,0,1,0,0,1,0,0,1,2,1,0
2,574,0,0,0,0,0,1,1,1,0,2,1,0,1,1
9,1068,0,1,1,1,1,0,0,1,0,0,0,1,0,0
3,806,1,0,0,0,1,1,0,1,1,2,1,3,1,1
32,2699,1,1,0,0,1,0,0,1,1,2,1,2,1,0
71,3154,0,0,0,1,1,0,0,0,0,1,0,2,0,0
41,2639,0,0,0,1,1,1,1,0,1,0,0,3,0,1
29,1736,1,1,0,0,1,0,0,0,0,2,1,2,0,1
57,4064,0,0,0,1,1,1,0,1,1,0,1,1,1,0
11,1529,0,0,0,1,1,1,0,0,1,2,1,2,1,1
14,1462,0,1,1,1,0,0,0,0,0,2,0,0,1,0
1,258,1,0,0,1,0,0,0,0,0,2,1,1,0,1
63,3234,0,1,0,1,0,1,1,1,0,1,0,0,0,0
63,3423,1,0,0,0,1,1,1,0,1,2,0,3,0,0
0,167,1,0,0,0,0,1,0,0,0,2,1,2,1,1
59,3377,0,0,0,0,0,1,0,0,0,0,1,2,1,0
71,3435,0,1,0,1,1,1,0,0,1,1,0,3,0,0
65,4535,0,1,0,1,1,1,1,1,1,0,0,2,1,0
2,455,0,0,0,0,0,0,0,0,0,2,1,1,1,0
65,4195,1,1,0,0,1,0,0,1,1,2,1,1,1,0
46,2509,0,0,0,1,0,1,1,0,0,1,1,0,0,0
26,2210,1,1,0,0,1,1,1,1,1,2,1,2,0,0
65,4359,1,1,1,1,1,0,1,1,1,0,1,3,1,0
30,2549,0,0,0,0,1,0,0,1,1,2,1,1,1,0
1,367,0,0,1,0,0,0,0,0,0,2,1,1,1,1
16,1871,1,0,0,0,1,1,0,1,1,2,1,1,1,0
66,3146,1,0,0,1,1,0,1,0,0,1,1,2,0,0
4,471,0,0,0,0,0,0,0,0,0,2,1,3,0,0
57,3173,0,1,1,0,1,0,1,1,1,0,1,3,0,0
17,1897,0,0,0,0,1,1,0,1,1,2,0,3,1,0
19,1889,0,0,0,0,0,1,0,1,0,2,1,3,1,0
48,2255,1,1,0,0,1,0,0,0,0,1,0,0,0,0
7,1126,1,0,0,0,0,1,0,1,1,2,1,3,1,1
33,2786,0,0,1,1,1,0,0,1,1,0,1,1,1,0
6,1059,1,1,0,0,0,1,0,1,1,2,1,1,1,1
12,1112,1,0,0,0,1,1,0,0,0,2,1,1,0,0
59,4026,0,0,0,1,0,1,1,1,1,2,1,2,1,0
32,2554,0,0,0,1,0,0,0,0,1,2,1,1,1,0
26,2151,0,1,1,1,1,0,0,0,0,0,1,3,1,0
66,4265,0,0,0,1,1,1,0,1,0,2,1,3,1,1
69,4027,0,1,1,1,1,1,1,1,1,1,1,3,0,0
32,2403,1,1,0,0,1,0,0,0,0,2,1,2,1,1
