decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,sex,tier,race,pass_bar
7,5,78,18,353,321,0,4,0,3,1,1
4,6,111,19,271,324,0,4,1,4,1,1
0,0,46,13,149,113,0,2,1,3,0,1
6,2,101,22,326,235,0,2,0,4,0,1
8,8,68,22,387,402,0,3,0,3,1,1
4,4,109,23,273,280,0,2,0,5,1,1
2,2,54,13,211,230,0,2,1,1,1,1
8,7,103,22,397,365,0,4,1,3,1,1
1,1,84,19,197,205,0,1,0,4,1,0
3,4,107,24,253,280,0,1,1,4,1,1
4,2,103,19,261,219,0,4,1,4,1,1
7,3,113,12,361,248,0,3,1,2,1,1
8,9,70,17,375,440,0,4,1,1,1,1
1,2,90,23,174,224,0,3,0,3,1,1
2,2,58,16,230,233,0,1,1,2,1,1
8,8,98,15,390,409,0,2,0,2,1,1
0,0,86,23,23,36,0,3,0,3,0,1
3,4,90,21,258,292,0,3,1,5,1,1
6,6,109,15,312,341,0,2,1,3,1,1
3,3,94,22,248,243,0,3,1,3,1,1
3,3,66,13,256,249,0,3,1,3,1,1
6,5,103,16,325,309,0,3,0,2,1,1
2,1,86,7,230,202,1,4,1,2,1,0
9,8,101,14,458,416,0,3,0,3,1,1
8,9,70,22,403,425,1,3,1,4,1,1
2,2,66,14,204,224,0,0,1,1,1,1
7,8,90,19,365,415,0,3,1,3,1,1
0,0,30,12,62,33,0,3,0,4,0,0
7,7,76,18,341,351,0,2,1,2,1,1
7,8,78,20,358,425,0,3,1,1,1,1
7,6,74,21,344,323,0,3,0,4,1,1
1,0,86,20,194,116,0,3,0,4,0,1
1,2,58,19,170,205,0,3,0,3,1,1
3,3,98,15,235,248,0,3,1,2,1,1
1,1,101,23,179,180,0,3,1,3,1,1
7,8,74,16,359,386,0,2,1,2,1,1
5,4,66,18,305,292,0,1,0,3,1,1
3,5,90,18,240,296,0,2,0,3,1,1
3,3,70,18,244,243,0,3,1,3,1,1
1,0,78,17,195,121,0,3,0,3,1,1
2,2,111,20,217,222,0,3,1,5,1,1
1,0,86,23,173,119,0,2,1,4,0,1
4,5,86,13,280,320,0,3,0,3,1,1
4,3,78,18,281,262,0,3,0,2,1,1
1,2,94,20,178,219,0,3,1,4,1,1
8,8,107,25,380,408,0,3,1,5,1,1
2,4,82,13,219,287,0,2,1,2,1,1
1,3,14,17,207,247,0,2,0,2,0,0
5,6,72,17,306,331,0,3,0,2,1,1
8,8,70,21,387,381,0,3,0,3,1,1
2,4,64,15,233,275,0,3,0,2,1,1
2,0,94,13,204,127,0,3,1,3,1,1
8,8,107,17,396,383,0,2,1,2,1,1
8,8,88,19,372,410,0,3,1,2,1,1
2,2,101,19,222,228,0,2,0,3,1,1
3,3,66,12,253,244,0,2,1,2,1,1
3,2,103,16,257,225,0,1,1,5,1,1
0,0,62,13,145,87,0,3,0,4,0,0
5,6,101,17,290,338,0,3,0,5,1,1
2,1,78,15,215,202,0,1,1,3,0,1
0,0,78,25,126,135,0,1,0,4,1,1
8,7,101,23,403,366,0,2,1,2,1,1
3,4,88,12,235,269,0,1,1,3,1,1
5,4,98,17,303,286,0,3,1,2,1,1
9,9,86,22,411,429,0,2,1,3,1,1
4,1,58,14,257,189,0,4,1,1,1,1
3,0,82,12,246,134,0,2,1,4,0,0
4,6,105,20,283,322,0,2,0,3,1,1
3,5,98,15,239,309,1,2,0,2,1,1
2,2,94,17,225,215,0,2,0,2,1,1
7,8,74,15,337,387,0,3,0,1,1,1
7,7,74,20,361,360,0,3,0,2,1,1
4,5,70,23,263,318,0,3,1,3,1,1
3,4,58,11,236,259,0,2,1,1,1,1
8,9,78,9,377,468,0,2,1,3,1,1
6,5,110,24,332,307,0,4,1,4,1,1
0,0,90,13,151,106,0,1,1,2,0,1
2,1,48,18,229,202,0,2,0,4,0,1
9,1,86,10,506,183,0,3,0,5,1,1
3,5,90,19,240,299,0,3,0,4,1,1
5,6,70,15,285,328,0,3,1,2,1,1
3,3,86,14,237,247,0,3,1,4,1,1
2,4,62,24,219,276,0,3,0,2,1,1
1,3,66,13,175,262,0,3,1,2,1,1
5,6,68,24,297,328,0,3,1,4,1,1
7,5,70,20,335,307,0,2,0,2,1,1
6,7,74,19,314,354,0,2,0,2,1,1
4,5,109,21,265,310,0,1,1,4,1,1
4,4,90,14,280,287,0,3,0,5,1,1
2,1,40,16,218,195,0,2,0,3,1,1
3,2,86,12,238,209,0,4,1,3,1,1
0,3,46,16,150,252,0,3,1,1,1,1
5,7,70,11,297,371,0,2,1,4,1,1
4,2,48,16,275,215,0,3,1,1,1,0
5,3,67,18,304,244,0,2,1,2,1,1
3,1,74,17,236,194,0,3,1,2,1,0
6,5,30,11,325,299,0,0,0,2,0,1
3,6,74,17,244,318,0,2,0,4,1,1
9,8,105,15,417,412,0,3,1,3,1,1
9,9,105,20,477,489,0,3,0,2,1,1
2,2,46,15,233,219,1,4,0,2,1,1
1,1,62,17,195,185,0,3,0,2,0,1
1,3,109,16,195,246,0,3,1,4,1,1
1,3,101,17,193,244,0,3,1,3,1,1
2,2,109,21,198,221,0,2,1,5,1,0
1,1,66,23,191,207,0,4,0,5,1,1
4,4,101,17,259,274,0,3,0,4,1,1
3,5,101,20,249,317,0,2,0,5,1,1
3,4,80,21,260,273,0,2,0,3,1,1
8,7,66,15,371,377,0,3,1,2,1,1
4,5,70,14,278,308,0,3,1,2,1,1
9,8,98,19,415,415,0,1,1,3,1,1
1,0,107,16,198,158,0,3,1,2,1,1
1,1,78,11,197,183,0,2,1,2,1,1
8,7,103,13,364,374,0,3,1,2,1,1
8,9,70,14,398,424,0,3,1,3,1,1
5,1,101,10,287,197,1,2,1,2,1,0
4,5,94,21,270,307,0,2,0,5,1,1
6,6,103,17,310,323,0,3,0,4,1,1
1,3,62,15,184,249,0,2,0,2,1,1
1,5,66,19,204,307,0,3,1,1,1,1
0,2,62,15,97,207,0,3,0,2,0,1
2,2,66,9,224,222,0,0,1,3,0,0
1,1,64,21,177,175,0,3,0,3,0,1
6,7,76,17,310,347,0,3,1,1,1,1
5,2,107,24,286,236,0,2,1,5,1,1
3,2,74,17,257,204,0,4,1,2,1,1
1,1,112,17,162,177,0,3,0,5,1,1
0,0,68,16,71,108,0,4,1,5,1,0
7,5,70,20,335,297,0,1,0,2,1,1
5,4,74,22,286,278,0,3,1,1,1,1
5,5,78,20,304,298,0,2,1,1,1,1
5,2,86,16,283,235,0,2,0,4,1,1
6,7,58,16,331,361,1,3,0,1,1,1
9,9,70,19,432,440,1,2,0,2,1,1
6,6,78,21,331,343,0,2,1,3,1,1
8,7,74,21,379,352,0,2,0,3,1,1
6,4,74,19,318,275,0,2,0,4,1,1
9,8,66,24,408,413,0,3,0,2,1,1
3,3,50,11,268,245,0,1,0,0,0,1
2,2,90,16,218,206,0,1,0,2,1,1
8,6,78,16,366,340,1,1,1,4,1,1
0,0,54,13,145,61,0,1,1,3,0,0
1,4,66,19,202,275,0,2,1,2,1,1
7,8,46,23,335,380,0,3,0,2,1,1
9,9,111,21,460,452,0,2,0,3,1,1
9,9,94,19,410,430,0,3,0,3,1,1
5,5,101,22,302,309,0,3,1,3,1,0
5,6,82,18,291,345,1,2,1,2,1,1
5,6,111,22,297,342,0,1,0,4,1,1
4,2,58,15,268,231,0,2,1,2,1,0
4,6,26,22,289,320,0,1,1,0,0,1
8,8,82,21,387,385,0,2,0,2,0,1
7,8,78,23,342,419,0,3,1,2,1,1
2,1,78,14,224,181,0,3,1,2,1,1
3,4,90,14,258,285,0,2,1,2,1,1
0,0,109,18,25,2,0,0,1,3,1,1
4,5,103,19,265,310,0,2,1,2,1,1
3,3,67,13,249,248,1,1,1,2,1,1
7,9,68,9,344,449,0,2,1,2,1,1
0,0,78,12,120,134,0,3,0,4,0,1
3,3,113,9,232,248,0,2,1,4,1,1
5,2,98,17,285,235,0,3,0,2,1,1
8,7,74,15,367,375,0,2,1,1,1,1
3,2,78,19,257,222,0,4,1,3,1,1
4,4,90,21,278,289,0,1,1,3,1,1
7,7,74,19,357,373,0,3,0,2,1,1
4,4,103,20,266,282,0,0,0,3,1,1
1,1,94,18,179,189,0,2,0,5,1,1
9,9,109,13,419,448,0,0,1,2,1,1
4,3,82,17,276,258,0,2,1,4,1,1
5,5,74,17,307,291,1,2,0,2,1,1
1,1,98,17,199,167,0,3,1,3,1,1
8,9,103,24,405,514,1,3,1,2,1,1
3,5,107,17,249,317,0,3,0,4,1,1
9,9,113,17,483,472,0,2,1,2,1,1
1,1,74,18,195,189,0,1,1,3,1,1
0,0,50,22,97,133,0,2,0,3,0,1
2,4,82,23,234,275,0,2,0,3,1,1
4,3,78,23,262,268,0,2,1,4,1,1
4,4,94,21,272,286,0,3,1,4,1,1
5,2,101,15,290,226,0,3,1,4,1,1
5,4,98,13,303,277,0,3,1,3,1,1
9,9,58,22,444,447,0,3,1,1,1,1
5,6,58,8,305,327,0,1,1,0,0,1
3,3,78,22,240,265,0,2,1,3,1,1
8,8,109,22,405,406,0,2,0,2,1,1
8,7,104,21,371,376,0,4,0,4,1,1
3,2,94,15,252,227,0,2,0,4,0,1
8,8,90,19,390,385,0,2,1,2,0,1
4,0,82,22,260,142,0,2,1,1,1,0
6,4,94,25,322,281,0,3,0,3,1,1
8,7,60,19,394,369,0,2,1,1,1,1
6,6,82,20,313,344,0,1,1,3,0,1
6,6,70,22,322,341,0,2,0,1,1,1
1,0,82,13,172,145,0,3,1,4,1,0
3,4,78,14,253,281,0,2,1,2,1,1
1,0,70,16,196,137,0,2,0,3,0,0
4,3,34,21,278,263,0,2,0,3,0,1
4,3,94,19,272,257,0,3,0,2,1,0
6,7,86,16,320,377,0,2,1,4,1,1
3,4,111,22,245,282,0,4,1,4,1,1
1,3,111,20,161,241,0,3,0,4,1,1
2,3,86,16,227,241,0,3,0,2,1,1
2,1,70,17,233,202,0,2,0,0,1,0
9,9,82,18,519,539,0,1,0,4,1,1
0,4,74,18,121,290,1,2,1,4,1,1
2,1,82,16,228,201,0,1,1,5,0,1
6,7,50,17,328,352,0,3,1,2,1,1
4,3,101,23,281,248,0,4,0,5,1,1
6,4,94,23,315,286,0,3,1,3,1,1
6,7,103,18,330,354,0,2,1,3,1,1
4,4,103,24,259,284,0,3,0,4,1,1
2,3,86,22,214,249,0,2,1,3,1,1
1,3,107,24,173,266,0,3,0,4,1,1
8,7,58,17,404,359,0,2,0,2,1,1
0,2,80,17,125,214,0,1,0,2,1,1
6,5,94,15,317,305,0,3,1,3,1,1
9,9,107,22,489,535,0,3,1,2,1,1
2,2,98,15,217,229,0,2,0,3,1,1
5,7,94,21,304,357,0,3,0,4,0,1
6,5,82,15,334,305,0,3,0,3,1,1
8,9,101,24,378,428,0,1,0,2,1,1
0,0,63,10,100,24,0,3,1,2,1,1
7,6,105,14,336,326,0,3,1,2,1,1
0,1,78,14,150,170,0,3,0,2,1,0
2,2,107,18,228,232,0,2,1,4,0,1
5,7,111,19,309,350,0,3,1,3,1,1
9,9,90,20,438,460,0,2,0,2,1,1
9,9,86,12,466,483,1,2,1,2,1,1
1,2,70,17,184,230,0,4,1,3,1,1
4,2,78,14,261,218,0,3,0,1,0,1
8,8,82,16,404,396,0,2,0,3,1,1
1,2,109,23,192,225,0,4,1,5,0,1
1,1,50,14,168,196,0,2,0,2,1,0
7,8,90,21,362,392,0,4,1,3,1,1
9,9,101,21,427,480,0,2,0,1,1,1
3,0,72,15,240,123,0,3,0,3,1,1
2,1,82,14,233,187,0,3,1,2,1,1
0,1,62,15,111,197,0,2,0,4,1,0
6,4,94,14,326,289,0,2,1,2,1,1
3,3,86,21,246,239,0,2,1,3,1,1
7,6,98,16,349,331,0,3,0,3,1,1
0,1,46,12,156,173,0,2,0,2,0,1
4,2,60,12,275,225,0,2,1,2,1,1
8,9,70,14,398,522,0,3,0,1,1,1
0,0,50,10,123,138,0,1,1,2,0,0
5,7,86,13,300,355,0,2,0,2,1,1
1,2,103,16,181,234,0,2,1,3,1,1
6,7,103,19,315,348,0,3,1,2,1,1
7,6,90,25,342,319,0,1,1,2,1,1
0,0,86,23,154,125,0,2,0,4,0,1
7,7,70,22,357,379,0,3,0,3,1,1
3,3,98,22,234,263,0,2,0,4,1,1
5,7,111,23,310,370,0,4,1,5,1,1
4,5,90,22,275,306,0,3,0,2,1,1
6,7,71,13,313,362,1,2,1,2,1,1
1,3,78,20,179,246,0,2,1,1,1,0
3,2,62,22,240,229,0,3,1,3,1,1
1,1,94,14,179,196,0,2,1,5,0,1
0,0,66,16,112,131,0,1,1,2,0,1
7,6,113,19,348,343,0,4,0,5,1,1
4,4,82,18,283,277,0,1,1,3,1,1
3,4,86,19,246,271,0,2,1,3,1,1
2,4,59,10,234,286,0,3,0,0,1,1
3,0,78,21,245,148,0,3,1,2,1,0
9,9,103,24,424,439,0,2,0,3,1,1
5,5,88,14,295,298,0,4,0,2,1,1
4,5,94,23,265,301,0,2,1,3,1,1
6,5,103,17,314,319,0,3,1,3,1,1
3,3,80,18,249,250,0,2,0,2,1,1
4,4,94,13,273,274,0,3,0,3,1,1
7,8,90,21,340,384,0,2,1,3,1,1
2,3,70,21,215,247,0,1,0,3,1,1
3,3,46,21,247,247,0,2,1,2,0,1
6,5,78,15,307,311,0,2,1,4,1,1
4,5,105,19,285,306,0,2,1,3,1,1
2,0,112,23,219,116,0,3,1,5,1,1
2,2,94,16,218,211,0,2,1,2,1,1
7,6,90,18,351,337,0,2,0,4,1,1
3,3,52,17,243,244,0,3,0,2,1,1
9,9,94,22,417,477,0,0,1,1,1,1
7,5,82,18,334,296,0,2,0,2,1,1
8,8,98,15,374,398,0,2,0,2,1,1
3,5,103,19,237,313,0,1,0,3,1,1
7,6,90,16,337,336,0,2,0,4,0,1
7,8,70,23,347,414,0,2,0,2,1,1
5,6,101,18,283,324,0,3,0,4,1,1
7,7,112,22,358,348,0,3,1,4,1,1
2,1,103,15,215,179,0,2,0,2,1,0
8,8,98,12,380,398,0,2,1,2,0,1
4,2,103,11,269,226,0,3,1,2,1,1
1,0,50,9,185,157,0,1,0,2,0,0
4,2,109,10,264,235,0,3,1,5,1,1
5,6,66,8,295,319,0,3,0,2,0,1
7,9,111,14,342,423,0,3,0,4,1,1
7,8,105,11,341,381,0,3,1,4,0,1
9,9,107,22,482,536,0,3,0,2,1,1
7,4,78,17,334,284,0,3,1,4,1,1
4,1,98,17,271,183,0,2,1,1,1,1
4,3,86,20,267,259,0,2,1,2,1,1
5,6,74,19,283,328,0,3,0,2,1,1
6,6,89,20,323,343,0,2,0,3,1,1
6,6,54,14,309,332,0,2,0,2,1,1
5,3,105,20,300,248,0,3,1,4,1,1
6,5,78,18,317,312,1,2,0,2,1,1
4,7,98,12,283,360,0,2,0,3,1,1
9,9,94,25,450,476,0,3,0,2,1,1
9,9,111,24,461,531,0,3,0,5,1,1
5,1,60,13,288,201,0,4,0,1,0,1
9,9,101,24,503,511,0,2,0,4,1,1
8,8,70,21,373,393,0,3,0,2,1,1
5,5,101,21,294,311,0,3,0,3,1,1
6,9,66,15,333,481,1,2,0,2,1,1
8,8,112,19,399,379,0,2,1,4,0,1
3,2,70,15,237,229,0,3,1,2,1,1
3,6,62,18,257,337,0,2,1,2,1,1
7,7,103,14,354,361,0,2,1,2,1,1
5,5,62,20,282,310,0,2,1,4,0,1
7,6,111,18,344,333,0,1,0,3,1,1
4,3,107,19,275,243,0,3,1,2,1,1
5,4,82,12,284,271,0,2,0,2,1,1
0,0,42,17,55,78,0,3,0,5,0,0
2,2,74,17,222,234,0,3,0,3,1,1
4,5,72,14,277,303,0,2,0,2,1,1
6,5,86,21,327,310,0,2,1,3,1,0
7,6,60,22,341,319,0,2,0,2,1,1
6,7,82,14,323,351,0,2,1,2,1,1
0,3,82,17,121,263,0,2,1,2,1,1
8,7,86,23,371,360,0,3,0,1,1,1
6,6,90,13,325,340,0,2,1,1,1,1
4,5,103,20,275,306,0,1,0,3,1,1
2,1,32,11,226,192,0,2,0,1,0,0
4,5,62,19,269,317,0,2,0,2,1,1
7,5,60,17,357,303,0,1,0,1,1,0
8,9,109,23,389,504,1,2,1,2,1,1
8,8,107,18,379,384,0,3,0,3,1,1
3,2,105,16,256,236,0,2,0,3,1,0
3,6,78,20,255,333,1,2,1,2,1,0
0,1,109,19,152,171,0,1,0,4,0,1
8,9,106,20,396,423,0,4,1,4,1,1
4,3,86,19,267,252,0,4,0,2,1,1
5,6,54,20,293,331,0,3,1,1,1,1
4,3,62,24,273,254,0,2,0,3,1,1
9,9,111,25,430,422,0,3,1,3,1,1
9,9,90,10,447,435,0,3,1,2,1,1
4,3,90,20,282,257,0,2,0,3,1,1
3,2,86,18,235,211,0,2,1,1,1,1
7,7,90,18,354,353,0,2,0,2,1,1
0,0,72,17,137,113,0,2,1,3,1,1
8,9,86,23,400,429,0,3,0,3,1,1
3,5,94,12,257,301,0,3,1,2,1,1
5,6,94,22,292,340,0,2,1,5,1,1
3,4,103,23,236,292,0,2,0,5,1,1
5,6,86,20,301,344,0,3,1,2,1,1
3,2,66,18,237,213,0,2,1,2,1,1
4,2,70,10,263,235,1,2,1,3,0,1
3,2,103,23,255,213,0,2,0,1,1,1
8,7,103,18,399,379,0,3,1,3,0,1
1,3,82,17,199,238,0,2,0,2,1,1
9,9,82,17,477,523,0,3,0,2,1,1
8,9,103,25,374,441,0,2,0,2,1,1
8,8,92,21,397,415,0,3,1,3,1,1
3,1,98,10,243,175,0,2,1,1,1,0
7,6,98,16,361,319,0,3,0,2,1,1
7,8,70,13,345,382,0,3,1,2,1,1
5,5,103,22,309,295,0,3,0,5,1,1
8,8,105,18,364,384,0,3,1,4,1,1
4,4,86,17,275,278,0,3,0,2,1,1
2,2,70,16,217,207,1,4,0,2,1,1
8,7,70,13,374,348,0,4,0,2,1,1
1,0,66,15,183,112,0,2,1,1,1,0
1,4,90,12,179,269,0,4,0,2,1,1
1,3,90,16,201,252,0,2,0,3,1,1
0,0,58,17,164,165,0,2,0,1,1,0
6,6,78,23,327,334,0,3,1,3,1,1
5,7,103,22,307,377,0,2,1,3,1,1
0,0,78,14,65,48,0,4,1,5,0,0
5,6,101,19,302,329,0,3,0,3,1,1
9,9,94,25,423,440,0,1,0,3,1,1
7,7,58,16,352,372,0,4,1,2,1,1
0,1,54,13,112,171,0,2,0,3,0,0
4,4,54,12,273,287,0,3,0,0,0,1
6,5,105,14,324,298,0,2,1,3,1,1
6,5,98,20,331,300,0,2,1,2,1,1
3,5,107,23,256,317,0,4,1,5,1,1
1,1,90,19,189,170,0,2,1,3,1,1
6,7,86,18,332,349,0,3,0,5,1,1
5,6,82,19,307,336,0,2,0,3,1,1
4,5,74,16,274,300,1,3,0,2,1,0
7,4,90,16,335,279,0,2,1,4,1,0
6,5,105,17,326,308,0,3,1,3,0,1
5,6,90,15,304,334,0,4,0,3,1,1
1,0,94,15,172,152,0,3,1,3,1,1
8,8,32,10,398,392,0,4,1,0,0,1
3,1,78,18,245,175,0,1,0,2,1,1
9,7,94,16,421,376,1,3,0,2,1,1
5,2,113,23,292,222,0,4,1,5,1,1
2,2,101,21,209,218,0,3,0,4,1,1
5,5,111,17,296,315,0,3,0,5,1,1
8,6,58,12,391,321,0,1,1,0,0,1
3,5,66,14,236,289,0,3,0,1,1,0
3,5,107,17,254,299,0,4,0,4,1,1
4,3,78,15,268,241,0,3,0,2,1,0
6,4,74,19,338,283,0,1,1,3,1,1
1,3,107,20,182,253,0,2,1,5,1,0
1,1,70,14,198,163,0,3,1,2,1,1
3,4,103,14,241,293,1,3,1,4,1,1
5,4,46,14,306,270,0,3,1,2,0,1
2,0,10,15,219,154,0,1,1,0,1,0
9,8,70,16,416,414,0,3,1,2,1,1
5,4,76,18,297,286,0,2,1,2,1,1
2,6,74,15,222,335,1,3,0,1,1,1
3,2,90,13,242,232,0,3,1,2,1,1
9,4,103,14,408,275,0,3,1,4,0,1
7,9,82,24,349,450,0,4,1,2,1,1
5,9,86,24,293,437,1,1,0,3,1,1
7,5,70,17,337,309,1,1,1,2,1,1
7,6,78,14,362,331,1,2,1,2,0,1
1,2,34,15,173,214,0,2,1,2,1,0
1,0,105,20,171,143,0,2,1,3,1,1
9,9,74,16,429,488,0,1,1,0,0,1
9,8,111,16,480,390,0,2,1,5,1,1
9,9,94,14,444,469,0,3,1,2,1,1
8,9,113,22,388,437,0,3,0,3,1,1
0,0,54,23,157,142,0,2,0,2,0,1
3,1,94,15,238,167,0,3,1,3,1,0
4,5,94,14,275,290,0,3,0,2,1,1
3,5,103,16,258,297,0,3,1,2,1,1
8,8,94,16,374,395,0,2,1,2,1,1
1,0,82,11,186,123,0,2,1,2,1,1
0,0,18,15,96,112,0,2,1,3,0,0
8,8,94,17,396,395,0,3,1,2,1,1
6,4,90,18,314,289,0,2,1,4,1,1
2,2,74,13,210,223,1,2,1,4,1,1
7,5,112,14,348,294,0,3,1,4,1,1
0,0,58,14,153,139,0,3,1,3,1,1
4,7,86,19,275,356,0,4,1,3,1,1
5,4,38,13,293,270,0,0,0,0,0,1
5,5,82,19,297,303,0,3,0,2,1,1
5,5,107,12,299,305,0,3,1,3,1,1
2,3,74,23,208,256,0,2,1,4,1,1
4,3,48,12,277,253,0,3,0,2,1,0
9,9,78,14,495,499,0,3,1,2,1,1
2,1,86,14,224,183,0,3,0,2,1,1
2,2,90,19,224,225,0,2,0,3,1,1
2,5,94,11,218,317,0,2,1,2,1,1
1,1,101,21,170,205,0,2,1,5,0,1
4,2,74,16,267,228,0,1,1,3,1,1
4,2,58,18,273,216,0,3,0,2,1,1
8,8,90,14,376,390,0,2,1,2,1,1
9,6,98,21,430,343,0,4,1,3,1,1
6,3,90,15,318,264,0,3,1,4,1,1
1,0,64,11,181,143,0,2,0,1,1,0
2,3,86,14,226,251,0,3,0,2,1,1
2,4,103,21,223,283,0,4,1,4,1,1
9,8,90,20,409,390,0,2,1,2,1,1
3,4,70,14,238,266,0,3,1,2,1,1
4,3,58,21,280,243,0,2,1,4,0,1
6,5,86,19,324,309,0,2,0,3,1,1
5,3,58,19,291,260,0,1,1,3,1,1
3,6,78,24,259,321,1,2,0,2,1,1
5,7,103,14,303,377,0,3,1,3,1,1
2,1,82,15,206,180,0,2,1,3,1,1
0,0,66,17,122,141,1,2,1,2,1,0
9,9,105,22,527,530,0,2,1,3,1,1
5,2,94,13,288,236,0,1,1,3,0,1
4,4,82,18,260,265,0,2,0,2,1,1
8,8,78,19,367,401,0,1,0,4,1,1
2,3,70,10,227,237,0,3,1,1,1,1
2,1,107,16,208,171,0,3,0,2,1,1
5,5,82,18,283,294,1,1,0,2,1,1
7,8,70,23,354,391,0,2,0,4,1,1
7,6,103,18,354,329,0,4,1,5,1,1
0,0,82,10,47,32,0,1,0,3,0,1
8,7,111,18,382,348,0,4,1,3,1,1
0,0,38,11,113,39,0,1,1,4,0,0
1,3,66,23,197,240,0,2,0,2,0,0
1,2,98,17,200,228,0,4,0,3,1,1
6,6,70,15,318,322,0,4,1,1,1,1
6,4,101,19,307,291,0,1,0,4,0,1
9,5,66,17,423,307,0,4,1,2,1,1
7,3,56,16,343,235,0,3,1,1,1,1
6,6,101,9,309,326,0,3,1,2,1,1
8,8,82,18,405,380,0,2,1,2,1,1
5,4,94,11,299,286,0,3,1,3,0,1
0,0,42,16,40,8,0,1,1,3,0,0
1,1,72,22,170,196,0,2,0,2,1,1
6,5,101,20,312,295,0,4,0,3,1,1
3,2,94,12,255,232,0,2,0,4,1,1
3,3,86,8,245,241,0,0,1,3,0,1
4,2,66,10,258,233,1,2,1,4,0,1
1,1,46,16,195,176,0,0,1,2,1,1
5,8,109,20,292,387,0,1,1,2,1,0
8,8,113,21,410,397,0,3,1,5,1,1
5,4,68,20,305,272,0,3,1,2,1,1
0,0,58,13,96,111,0,1,0,4,0,0
6,4,94,19,331,291,0,2,1,4,1,1
8,5,103,11,398,317,1,2,1,3,1,1
8,9,82,15,402,425,0,3,1,2,0,1
3,3,78,18,245,249,0,2,0,3,1,1
8,8,62,21,404,397,0,3,0,2,1,1
8,0,84,21,388,161,0,2,1,5,1,1
4,4,78,20,270,280,0,4,1,3,1,1
2,3,103,24,214,266,0,3,1,5,1,1
6,5,86,22,318,302,0,2,0,4,1,1
9,9,74,14,438,465,1,2,1,2,1,1
8,9,90,22,398,460,0,3,0,2,1,1
6,6,90,15,325,323,0,3,1,3,1,1
5,6,52,13,282,327,0,3,0,1,1,1
5,5,90,15,289,299,0,2,0,3,1,1
8,8,101,15,399,395,0,3,0,2,1,1
2,1,107,12,232,194,0,4,1,3,1,0
2,2,101,16,212,221,0,4,1,3,1,1
5,6,107,23,298,327,0,3,1,3,1,1
0,0,46,14,83,70,0,4,1,2,0,0
4,4,46,18,266,277,0,3,0,2,1,1
3,5,111,22,252,313,0,3,1,4,1,1
6,7,94,18,332,353,0,3,1,2,1,1
2,2,70,16,232,216,0,3,1,2,1,1
3,1,90,15,259,185,0,2,1,2,1,0
9,8,86,19,457,416,1,2,0,2,1,1
9,6,98,22,421,335,1,3,0,3,1,1
2,3,103,21,215,248,0,1,1,3,1,1
1,1,66,17,186,176,0,2,1,2,0,1
7,4,66,11,355,292,0,2,1,3,0,1
7,7,74,9,354,372,0,3,1,2,1,1
6,5,66,15,323,301,0,1,0,0,0,1
8,9,86,18,399,424,0,3,1,3,1,1
7,8,82,19,355,411,0,3,0,5,1,1
4,8,90,21,272,380,0,3,1,2,1,1
0,1,82,15,158,195,0,4,1,2,1,1
5,7,103,19,294,364,0,3,1,3,1,1
3,2,74,22,253,211,0,2,0,3,1,1
5,5,107,18,294,296,0,2,1,3,1,1
1,3,82,21,188,263,0,1,1,2,1,1
3,2,78,13,242,214,1,2,1,2,1,1
2,1,54,17,225,182,0,3,1,2,1,1
5,5,113,25,302,300,0,2,0,4,1,1
3,4,70,16,247,263,0,3,1,1,1,1
2,4,66,20,219,285,0,3,0,3,1,1
6,6,57,10,318,328,0,3,0,2,0,1
4,4,94,20,279,282,0,3,0,2,1,1
2,4,94,18,218,284,0,3,0,5,1,1
5,2,98,20,291,213,0,3,1,4,1,1
5,6,70,19,305,330,0,3,1,3,1,1
1,1,38,13,186,197,0,1,0,3,1,0
7,8,86,21,358,389,0,3,0,2,1,1
1,0,22,14,193,141,0,2,0,0,0,0
4,1,48,16,262,194,0,4,0,2,1,0
1,2,78,18,171,215,0,2,1,2,1,0
2,2,60,16,213,229,0,2,0,2,1,1
0,0,66,11,157,142,0,3,1,3,0,1
0,0,67,17,126,141,0,3,0,4,1,0
7,7,86,18,361,347,0,3,1,2,1,1
9,9,101,22,431,461,0,2,1,3,1,1
0,1,70,16,135,189,0,2,1,2,1,0
7,8,90,16,361,386,0,4,0,2,1,1
2,1,62,23,212,194,0,1,0,3,1,1
6,8,70,18,327,399,0,2,1,2,1,1
5,5,90,14,296,317,1,2,0,2,1,1
4,6,96,17,282,322,0,2,0,2,1,1
5,5,94,18,307,301,1,3,1,3,1,1
1,0,68,13,178,152,0,3,1,2,1,1
7,6,74,16,342,344,0,2,0,2,1,1
3,5,70,18,247,307,0,3,0,2,1,1
6,6,70,22,327,334,0,2,1,2,1,1
1,1,74,13,191,203,0,3,1,2,0,1
3,3,94,21,237,246,0,1,1,3,1,1
7,6,54,18,357,338,0,3,1,3,1,1
7,7,94,24,351,351,0,2,0,4,1,1
8,8,78,17,400,407,0,3,1,2,1,1
4,3,46,15,282,259,0,3,1,2,0,1
0,0,98,22,118,91,0,2,1,3,0,1
6,7,90,15,325,357,0,3,1,2,1,0
7,3,98,21,356,248,0,2,0,3,1,1
5,3,107,11,303,255,0,2,1,2,1,1
2,5,24,19,233,317,0,0,1,2,0,1
2,4,78,18,234,274,1,2,0,2,1,1
4,5,107,23,283,310,0,3,0,5,1,1
0,0,52,19,12,40,0,1,0,4,0,0
